Simulation_number,Number_of_classes,Gsquared,AIC,BIC,NFI,NNFI,RMSEA
43,5,27.68042731,95.68042731,238.9771026563545,0.8706159301431863,1.0165263345830853,NA
43,6,21.65884771,103.65884771,276.45777974530984,0.898762044612066,1.0056320542592896,NA
44,1,156.0836616,168.0836616,193.37131019053317,0,0,0.05902191863215902
44,2,93.57166326,119.57166326,174.36156853948847,0.4005031513176649,0.49868933672511756,0.04178946337173756
44,3,55.28832492,95.28832492000001,179.58048688844383,0.6457776275028134,0.8356018072917736,0.023931054867121427
44,4,31.30576208,85.30576208,199.10018073739917,0.7994296023101498,1.0750128048692675,NA
44,5,25.52915686,93.52915686,236.8258322063545,0.8364392749484293,1.0688509278283786,NA
44,6,18.59953746,100.59953746,273.3984694953099,0.8808361024508411,1.0889176799273819,NA
45,1,164.56203060000001,176.56203060000001,201.84967919053315,0,0,0.061495281739288706
45,2,112.4766697,138.4766697,193.2665749794885,0.316508982722774,0.3378387981269666,0.05004073278715802
45,3,66.29092767,106.29092767,190.58308963844382,0.5971675396304936,0.712965437454586,0.03294647023882444
45,4,39.02186716,93.02186716,206.81628581739918,0.7628744187360557,0.9555175466970653,0.012969886074227704
45,5,33.59372486,101.59372486000001,244.8904002063545,0.7958598059496721,0.9160573172139169,0.01781694412716569
45,6,27.68084582,109.68084582,282.47977785530986,0.8317908103158761,0.8631621679417151,0.02274808739325157
46,1,178.3209168,190.3209168,215.60856539053316,0,0,0.06531006877849628
46,2,118.8545197,144.8545197,199.6444249794885,0.33347965099739774,0.35300396231427084,0.052532848660402504
46,3,64.70230937,104.70230937,188.99447133844382,0.6371580489204842,0.7628753697567118,0.03180302821031713
46,4,28.02961455,82.02961455,195.82403320739917,0.8428136471424872,1.1040197955584523,NA
46,5,21.19421606,89.19421606,232.4908914063545,0.8811456533516432,1.1264613169866164,NA
46,6,15.96488247,97.96488246999999,270.7638145053099,0.9104710610707224,1.1288849547597701,NA
47,1,198.4074633,210.4074633,235.69511189053316,0,0,0.07050963477525357
